id,Char,gender,Genre,Title,line_count,pkey
1552,THOMAS,M,Drama,powerofonethe,84,thomas-powerofonethe
1553,JOCKO,NA,Drama,powerofonethe,78,jocko-powerofonethe
1554,"PK, realizing there is no talking to Botha now, does",NA,Drama,powerofonethe,22,"pk,_realizing_there_is_no_talking_to_botha_now,_does-powerofonethe"
1555,GEEL PIET,M,Drama,powerofonethe,119,geel_piet-powerofonethe
1556,SMASH CUT TO:,NA,Drama,powerofonethe,32,smash_cut_to:-powerofonethe
1557,PK,M,Drama,powerofonethe,1551,pk-powerofonethe
1558,GIRL,F,Drama,americangraffiti,34,girl-americangraffiti
1559,MR. GORDON,M,Drama,americangraffiti,27,mr._gordon-americangraffiti
1560,BUDDA,F,Drama,americangraffiti,58,budda-americangraffiti
1561,CARLOS,M,Drama,americangraffiti,36,carlos-americangraffiti
1562,ANTS,M,Drama,americangraffiti,25,ants-americangraffiti
1563,JOE,M,Drama,americangraffiti,158,joe-americangraffiti
1564,CAROL,F,Drama,americangraffiti,206,carol-americangraffiti
1565,DEBBIE,F,Drama,americangraffiti,236,debbie-americangraffiti
1566,MANAGER,NA,Drama,americangraffiti,73,manager-americangraffiti
1567,FALFA,M,Drama,americangraffiti,59,falfa-americangraffiti
1568,VOICE,NA,Drama,americangraffiti,50,voice-americangraffiti
1569,WOLFMAN,M,Drama,americangraffiti,149,wolfman-americangraffiti
1570,STEVE,M,Drama,americangraffiti,305,steve-americangraffiti
1571,LAURIE,F,Drama,americangraffiti,173,laurie-americangraffiti
1572,TERRY,M,Drama,americangraffiti,470,terry-americangraffiti
1573,JOHN,M,Drama,americangraffiti,419,john-americangraffiti
1574,CURT,M,Drama,americangraffiti,416,curt-americangraffiti
1575,INTERVIEWER,M,Drama,kramervskramer,58,interviewer-kramervskramer
1576,ACKERMAN,M,Drama,kramervskramer,22,ackerman-kramervskramer
1577,SPENCER,M,Drama,kramervskramer,21,spencer-kramervskramer
1578,SHAUNESSY'S VOICE,M,Drama,kramervskramer,36,shaunessy's_voice-kramervskramer
1579,PHYLLIS,F,Drama,kramervskramer,126,phyllis-kramervskramer
1580,ALVAREZ,NA,Drama,kramervskramer,46,alvarez-kramervskramer
1581,O'CONNOR,M,Drama,kramervskramer,213,o'connor-kramervskramer
1582,JUDGE,M,Drama,kramervskramer,40,judge-kramervskramer
1583,GRESSEN,M,Drama,kramervskramer,133,gressen-kramervskramer
1584,SHAUNESSY,M,Drama,kramervskramer,246,shaunessy-kramervskramer
1585,THELMA,F,Drama,kramervskramer,239,thelma-kramervskramer
1586,BILLY,M,Drama,kramervskramer,320,billy-kramervskramer
1587,JOANNA,F,Drama,kramervskramer,364,joanna-kramervskramer
1588,TED,M,Drama,kramervskramer,1418,ted-kramervskramer
1589,SA'AD,M,Drama,fairgame,61,sa'ad-fairgame
1590,PETE,M,Drama,fairgame,42,pete-fairgame
1591,BILL,M,Drama,fairgame,89,bill-fairgame
1592,PRESIDENT,M,Drama,fairgame,33,president-fairgame
1593,SAWSAN,F,Drama,fairgame,100,sawsan-fairgame
1594,PAVITT,M,Drama,fairgame,40,pavitt-fairgame
1595,REPORTER ON TV,F,Drama,fairgame,21,reporter_on_tv-fairgame
1596,LIBBY,M,Drama,fairgame,108,libby-fairgame
1597,ANCHORMAN,M,Drama,fairgame,24,anchorman-fairgame
1598,REPORTER,F,Drama,fairgame,32,reporter-fairgame
1599,TAXI DRIVER,M,Drama,fairgame,31,taxi_driver-fairgame
1600,JOE,M,Drama,fairgame,334,joe-fairgame
1601,JOE WILSON,M,Drama,fairgame,236,joe_wilson-fairgame
1602,(MORE),NA,Drama,fairgame,32,(more)-fairgame
1603,PROFESSOR ROBERTS,M,Drama,roommatethe,42,professor_roberts-roommatethe
1604,(BEAT),NA,Drama,roommatethe,31,(beat)-roommatethe
1605,IRENE,F,Drama,roommatethe,29,irene-roommatethe
1606,REBECCA,F,Drama,roommatethe,211,rebecca-roommatethe
1607,STEPHEN,M,Drama,roommatethe,85,stephen-roommatethe
1608,ZABRISKIE,M,Drama,programthe,49,zabriskie-programthe
1609,BUD LITE,M,Drama,programthe,27,bud_lite-programthe
1610,LEARNIHAN,M,Drama,programthe,35,learnihan-programthe
1611,BUD,M,Drama,programthe,49,bud-programthe
1612,JOE'S DAD,M,Drama,programthe,30,joe's_dad-programthe
1613,LATTIMER,M,Drama,programthe,91,lattimer-programthe
1614,CLAYTON,M,Drama,programthe,58,clayton-programthe
1615,RAY,M,Drama,programthe,55,ray-programthe
1616,ALVIN,M,Drama,programthe,180,alvin-programthe
1617,CHAIRMAN,M,Drama,programthe,25,chairman-programthe
1618,HOWARD,M,Drama,programthe,48,howard-programthe
1619,AUTUMN,F,Drama,programthe,187,autumn-programthe
1620,DARNELL,M,Drama,programthe,338,darnell-programthe
1621,MR. HALEY,M,Drama,programthe,31,mr._haley-programthe
1622,LOUANNE,F,Drama,programthe,55,louanne-programthe
1623,WINTERS,M,Drama,programthe,665,winters-programthe
1624,HARVEY,M,Drama,programthe,71,harvey-programthe
1625,JOE,M,Drama,programthe,449,joe-programthe
1626,CAMILLE,F,Drama,programthe,223,camille-programthe
1627,RON,M,Drama,youcancountonme,83,ron-youcancountonme
1628,JANIE,F,Drama,youcancountonme,25,janie-youcancountonme
1629,RUDY SR.,M,Drama,youcancountonme,35,rudy_sr.-youcancountonme
1630,BOB,M,Drama,youcancountonme,100,bob-youcancountonme
1631,SHERIFF,M,Drama,youcancountonme,38,sheriff-youcancountonme
1632,BRIAN,M,Drama,youcancountonme,256,brian-youcancountonme
1633,RUDY,M,Drama,youcancountonme,213,rudy-youcancountonme
1634,TERRY,M,Drama,youcancountonme,900,terry-youcancountonme
1635,SAMMY,F,Drama,youcancountonme,917,sammy-youcancountonme
1636,NURSE 1,F,Drama,awakenings,26,nurse_1-awakenings
1637,SAYER'S VOICE,M,Drama,awakenings,28,sayer's_voice-awakenings
1638,(REV.11/22/89)CHERRY         Pg.,NA,Drama,awakenings,24,(rev.11/22/89)cherry_________pg.-awakenings
1639,ROSE,F,Drama,awakenings,27,rose-awakenings
1640,LUCY,F,Drama,awakenings,34,lucy-awakenings
1641,MRS. LOWE,F,Drama,awakenings,172,mrs._lowe-awakenings
1642,(NOTE: Hay want to shoot front end of this scene again without,NA,Drama,awakenings,26,(note:_hay_want_to_shoot_front_end_of_this_scene_again_without-awakenings
1643,LEONARD (FILM),M,Drama,awakenings,26,leonard_(film)-awakenings
1644,FERNANDO,M,Drama,awakenings,25,fernando-awakenings
1645,MARGARET,F,Drama,awakenings,33,margaret-awakenings
1646,DR. SULLIVAN,M,Drama,awakenings,23,dr._sullivan-awakenings
1647,REV.12/15/89 (GREEN)       Pg.115,NA,Drama,awakenings,26,rev.12/15/89_(green)_______pg.115-awakenings
1648,MISS COSTELLO,F,Drama,awakenings,133,miss_costello-awakenings
1649,HECTOR,M,Drama,awakenings,49,hector-awakenings
1650,LEONARD,M,Drama,awakenings,569,leonard-awakenings
1651,SAYER,M,Drama,awakenings,1063,sayer-awakenings
1652,PAULA,F,Drama,awakenings,128,paula-awakenings
1653,CONCEPCION,NA,Drama,musicoftheheart,25,concepcion-musicoftheheart
1654,ISABEL,F,Drama,musicoftheheart,62,isabel-musicoftheheart
1655,DENNIS,M,Drama,musicoftheheart,58,dennis-musicoftheheart
1656,DE SEAN,M,Drama,musicoftheheart,43,de_sean-musicoftheheart
1657,DOROTHEA,F,Drama,musicoftheheart,69,dorothea-musicoftheheart
1658,RAMON,M,Drama,musicoftheheart,46,ramon-musicoftheheart
1659,RACHEL,F,Drama,musicoftheheart,37,rachel-musicoftheheart
1660,LEXI,F,Drama,musicoftheheart,84,lexi-musicoftheheart
1661,ASSUNTA,F,Drama,musicoftheheart,78,assunta-musicoftheheart
1662,BRIAN,M,Drama,musicoftheheart,228,brian-musicoftheheart
1663,CARLOS,M,Drama,musicoftheheart,45,carlos-musicoftheheart
1664,NICK,M,Drama,musicoftheheart,176,nick-musicoftheheart
1665,VANESSA,F,Drama,musicoftheheart,29,vanessa-musicoftheheart
1666,DAN,M,Drama,musicoftheheart,53,dan-musicoftheheart
1667,JANET,F,Drama,musicoftheheart,236,janet-musicoftheheart
1668,ROBERTA,F,Drama,musicoftheheart,1566,roberta-musicoftheheart
1669,BUZZ,M,Drama,rebelwithoutacause,151,buzz-rebelwithoutacause
1670,SERGEANT,M,Drama,rebelwithoutacause,32,sergeant-rebelwithoutacause
1671,JUDY'S FATHER,M,Drama,rebelwithoutacause,71,judy's_father-rebelwithoutacause
1672,M,NA,Drama,rebelwithoutacause,28,m-rebelwithoutacause
1673,GOON,M,Drama,rebelwithoutacause,24,goon-rebelwithoutacause
1674,CRUNCH,M,Drama,rebelwithoutacause,62,crunch-rebelwithoutacause
1675,OFFICER,M,Drama,rebelwithoutacause,57,officer-rebelwithoutacause
1676,CHIEF,M,Drama,rebelwithoutacause,32,chief-rebelwithoutacause
1677,JUDY,F,Drama,rebelwithoutacause,310,judy-rebelwithoutacause
1678,PLATO,M,Drama,rebelwithoutacause,299,plato-rebelwithoutacause
1679,RAY,M,Drama,rebelwithoutacause,201,ray-rebelwithoutacause
1680,FATHER,M,Drama,rebelwithoutacause,242,father-rebelwithoutacause
1681,NEGRO WOMAN,F,Drama,rebelwithoutacause,54,negro_woman-rebelwithoutacause
1682,JIM,M,Drama,rebelwithoutacause,794,jim-rebelwithoutacause
1683,ISELA,F,Drama,underfire,72,isela-underfire
1684,CINCO,M,Drama,underfire,32,cinco-underfire
1685,ALEX,M,Drama,underfire,348,alex-underfire
1686,SOMOZA,M,Drama,underfire,55,somoza-underfire
1687,REGIS,M,Drama,underfire,43,regis-underfire
1688,SOLDIER,M,Drama,underfire,22,soldier-underfire
1689,MUCHACHO #1,M,Drama,underfire,24,muchacho_#1-underfire
1690,JAZY,M,Drama,underfire,218,jazy-underfire
1691,HUB,M,Drama,underfire,67,hub-underfire
1692,OATES,M,Drama,underfire,140,oates-underfire
1693,PRICE,M,Drama,underfire,570,price-underfire
1694,CLAIRE,F,Drama,underfire,638,claire-underfire
1695,YULE MAY,F,Drama,helpthe,34,yule_may-helpthe
1696,MISSUS WALTERS,F,Drama,helpthe,40,missus_walters-helpthe
1697,CELIA,F,Drama,helpthe,234,celia-helpthe
1698,STUART,M,Drama,helpthe,173,stuart-helpthe
1699,JOHNNY,M,Drama,helpthe,57,johnny-helpthe
1700,JOLENE,F,Drama,helpthe,45,jolene-helpthe
1701,SKEETER,F,Drama,helpthe,724,skeeter-helpthe
1702,CHARLOTTE,F,Drama,helpthe,320,charlotte-helpthe
1703,MINNY,F,Drama,helpthe,545,minny-helpthe
1704,ELIZABETH,F,Drama,helpthe,115,elizabeth-helpthe
1705,HILLY,F,Drama,helpthe,493,hilly-helpthe
1706,MAE MOBLEY,F,Drama,helpthe,63,mae_mobley-helpthe
1707,AIBILEEN,F,Drama,helpthe,654,aibileen-helpthe
1708,SENIOR EDITOR,NA,Drama,stepmom,22,senior_editor-stepmom
1709,DUNCAN,M,Drama,stepmom,41,duncan-stepmom
1710,BEN,M,Drama,stepmom,251,ben-stepmom
1711,LUKE,M,Drama,stepmom,572,luke-stepmom
1712,ANNABELLE,F,Drama,stepmom,481,annabelle-stepmom
1713,JACKIE,F,Drama,stepmom,1801,jackie-stepmom
1714,RACHEL,F,Drama,stepmom,1679,rachel-stepmom
1715,SCHMIDT,M,Drama,kingdomthe,23,schmidt-kingdomthe
1716,LEAVITT,M,Drama,kingdomthe,47,leavitt-kingdomthe
1717,GENERAL ABDUL-MALIK,M,Drama,kingdomthe,29,general_abdul-malik-kingdomthe
1718,MADDY,F,Drama,kingdomthe,24,maddy-kingdomthe
1719,EARL,M,Drama,kingdomthe,31,earl-kingdomthe
1720,AARON JACKSON,M,Drama,kingdomthe,53,aaron_jackson-kingdomthe
1721,KINGDOM 8/18/06   96.,NA,Drama,kingdomthe,23,kingdom_8/18/06___96.-kingdomthe
1722,PRINCE BIN KHALED,M,Drama,kingdomthe,65,prince_bin_khaled-kingdomthe
1723,DAMON SCHMIDT,M,Drama,kingdomthe,92,damon_schmidt-kingdomthe
1724,GRANT SYKES,M,Drama,kingdomthe,205,grant_sykes-kingdomthe
1725,SYKES,M,Drama,kingdomthe,54,sykes-kingdomthe
1726,AL-GHAZI,M,Drama,kingdomthe,44,al-ghazi-kingdomthe
1727,JANET MAYES,F,Drama,kingdomthe,217,janet_mayes-kingdomthe
1728,HAYTHAM,M,Drama,kingdomthe,25,haytham-kingdomthe
1729,FLEURY,M,Drama,kingdomthe,276,fleury-kingdomthe
1730,DIRECTOR GRACE,M,Drama,kingdomthe,126,director_grace-kingdomthe
1731,KEVIN FLEURY,M,Drama,kingdomthe,99,kevin_fleury-kingdomthe
1732,RONALD FLEURY,M,Drama,kingdomthe,827,ronald_fleury-kingdomthe
1733,LARRY,M,Drama,zerodarkthirty,21,larry-zerodarkthirty
1734,DANIEL,M,Drama,zerodarkthirty,116,daniel-zerodarkthirty
1735,JUSTIN,M,Drama,zerodarkthirty,25,justin-zerodarkthirty
1736,MAYA,F,Drama,zerodarkthirty,160,maya-zerodarkthirty
1737,TAYLOR,M,Drama,argo,30,taylor-argo
1738,J STAFFORD,F,Drama,argo,41,j_stafford-argo
1739,SIEGEL,M,Drama,argo,71,siegel-argo
1740,O'DONNELL,M,Drama,argo,80,o'donnell-argo
1741,CHAMBERS,M,Drama,argo,48,chambers-argo
1742,MENDEZ,M,Drama,argo,189,mendez-argo
1743,(CONTINUED),NA,Drama,argo,80,(continued)-argo
1744,CASSIUS,M,Drama,gladiator,58,cassius-gladiator
1745,GAIUS,M,Drama,gladiator,53,gaius-gladiator
1746,VIBIUS,M,Drama,gladiator,35,vibius-gladiator
1747,JUBA,M,Drama,gladiator,100,juba-gladiator
1748,LUCIUS,M,Drama,gladiator,33,lucius-gladiator
1749,LUCILLA,F,Drama,gladiator,328,lucilla-gladiator
1750,PROXIMO,M,Drama,gladiator,307,proximo-gladiator
1751,COMMODUS,M,Drama,gladiator,483,commodus-gladiator
1752,GRACCHUS,M,Drama,gladiator,135,gracchus-gladiator
1753,MAXIMUS,M,Drama,gladiator,446,maximus-gladiator
1754,MOTORCYCLE COP,M,Drama,grandtheftparsons,44,motorcycle_cop-grandtheftparsons
1755,BARMAN,M,Drama,grandtheftparsons,26,barman-grandtheftparsons
1756,STANLEY,M,Drama,grandtheftparsons,192,stanley-grandtheftparsons
1757,BARBARA,F,Drama,grandtheftparsons,276,barbara-grandtheftparsons
1758,TRAFFIC COP,M,Drama,grandtheftparsons,26,traffic_cop-grandtheftparsons
1759,GRAM,M,Drama,grandtheftparsons,31,gram-grandtheftparsons
1760,LARRY,M,Drama,grandtheftparsons,574,larry-grandtheftparsons
1761,PHIL,M,Drama,grandtheftparsons,955,phil-grandtheftparsons
1762,SUSIE,F,Drama,grandtheftparsons,198,susie-grandtheftparsons
1763,PRINCE SHCHERBATSKY,M,Drama,annakarenina,27,prince_shcherbatsky-annakarenina
1764,COUNTESS NORDSTON,F,Drama,annakarenina,23,countess_nordston-annakarenina
1765,COUNTESS SKY,F,Drama,annakarenina,50,countess_sky-annakarenina
1766,OBLY,M,Drama,annakarenina,163,obly-annakarenina
1767,NIKOLAI,M,Drama,annakarenina,42,nikolai-annakarenina
1768,KARENIN,M,Drama,annakarenina,249,karenin-annakarenina
1769,LYDIA,F,Drama,annakarenina,46,lydia-annakarenina
1770,KAPITONICH,M,Drama,annakarenina,30,kapitonich-annakarenina
1771,SEROZHA,M,Drama,annakarenina,30,serozha-annakarenina
1772,BETSY,F,Drama,annakarenina,72,betsy-annakarenina
1773,DOLLY,F,Drama,annakarenina,69,dolly-annakarenina
1774,SKY,F,Drama,annakarenina,345,sky-annakarenina
1775,ANNA,F,Drama,annakarenina,562,anna-annakarenina
1776,TIME--DAY,NA,Drama,annakarenina,22,time--day-annakarenina
1777,KITTY,F,Drama,annakarenina,101,kitty-annakarenina
1778,SARAH,F,Drama,marthamarcymaymarlene,34,sarah-marthamarcymaymarlene
1779,MAX,M,Drama,marthamarcymaymarlene,65,max-marthamarcymaymarlene
1780,WATTS,M,Drama,marthamarcymaymarlene,50,watts-marthamarcymaymarlene
1781,KATIE,F,Drama,marthamarcymaymarlene,41,katie-marthamarcymaymarlene
1782,ZOE,F,Drama,marthamarcymaymarlene,79,zoe-marthamarcymaymarlene
1783,PATRICK,M,Drama,marthamarcymaymarlene,156,patrick-marthamarcymaymarlene
1784,(BEAT),NA,Drama,marthamarcymaymarlene,77,(beat)-marthamarcymaymarlene
1785,MARTHA,F,Drama,marthamarcymaymarlene,579,martha-marthamarcymaymarlene
1786,TED,M,Drama,marthamarcymaymarlene,226,ted-marthamarcymaymarlene
1787,LUCY,F,Drama,marthamarcymaymarlene,517,lucy-marthamarcymaymarlene
1788,TV ANNOUNCER,M,Drama,invictus,53,tv_announcer-invictus
1789,BOLAND BOTHA (ON TV),NA,Drama,invictus,26,boland_botha_(on_tv)-invictus
1790,MARY,F,Drama,invictus,36,mary-invictus
1791,SPRINGBOK LOCK,M,Drama,invictus,30,springbok_lock-invictus
1792,BARBARA,F,Drama,invictus,104,barbara-invictus
1793,COACH,M,Drama,invictus,43,coach-invictus
1794,NERINE,F,Drama,invictus,48,nerine-invictus
1795,(BEAT),NA,Drama,invictus,164,(beat)-invictus
1796,ETIENNE,M,Drama,invictus,64,etienne-invictus
1797,SPRINGBOK HOOKER,F,Drama,invictus,39,springbok_hooker-invictus
1798,MR. PIENAAR,M,Drama,invictus,51,mr._pienaar-invictus
1799,HENDRICK,M,Drama,invictus,93,hendrick-invictus
1800,MINISTER OF SPORT,M,Drama,invictus,63,minister_of_sport-invictus
1801,BOLAND BOTHA,M,Drama,invictus,84,boland_botha-invictus
1802,PIENAAR,M,Drama,invictus,210,pienaar-invictus
1803,DISSOLVE TO:,NA,Drama,invictus,23,dissolve_to:-invictus
1804,JASON,M,Drama,invictus,178,jason-invictus
1805,MANDELA,M,Drama,invictus,587,mandela-invictus
1806,LINGA,M,Drama,invictus,86,linga-invictus
1807,(INTO RADIO),NA,Drama,invictus,27,(into_radio)-invictus
1808,ANWAR'S GRANDMOTHER,F,Drama,babel,31,anwar's_grandmother-babel
1809,DOCTOR,M,Drama,babel,37,doctor-babel
1810,CHIEKO,F,Drama,babel,56,chieko-babel
1811,MITSU,F,Drama,babel,47,mitsu-babel
1812,TAKESHI,M,Drama,babel,38,takeshi-babel
1813,HASSAN,M,Drama,babel,96,hassan-babel
1814,AHMED,M,Drama,babel,141,ahmed-babel
1815,LUIS,M,Drama,babel,53,luis-babel
1816,OFFICER,M,Drama,babel,51,officer-babel
1817,SANTIAGO,M,Drama,babel,189,santiago-babel
1818,MOHAMMED,M,Drama,babel,47,mohammed-babel
1819,ALARID,M,Drama,babel,111,alarid-babel
1820,DEBBIE,F,Drama,babel,46,debbie-babel
1821,JOHN,M,Drama,babel,46,john-babel
1822,SUSAN,F,Drama,babel,185,susan-babel
1823,POLICE OFFICER,M,Drama,babel,97,police_officer-babel
1824,ANWAR,M,Drama,babel,272,anwar-babel
1825,KEN,M,Drama,babel,44,ken-babel
1826,MOROCCAN DOCTOR,M,Drama,babel,23,moroccan_doctor-babel
1827,AMELIA,F,Drama,babel,617,amelia-babel
1828,RICHARD,M,Drama,babel,540,richard-babel
1829,REPORTER,F,Drama,babel,22,reporter-babel
1830,KENJI,M,Drama,babel,254,kenji-babel
1831,VERA MILES,F,Drama,hitchcock,62,vera_miles-hitchcock
1832,WHITFIELD COOK,M,Drama,hitchcock,119,whitfield_cook-hitchcock
1833,(THEN),NA,Drama,hitchcock,26,(then)-hitchcock
1834,GEOFFREY SHURLOCK,M,Drama,hitchcock,45,geoffrey_shurlock-hitchcock
1835,JANET LEIGH,F,Drama,hitchcock,86,janet_leigh-hitchcock
1836,LEW WASSERMAN,M,Drama,hitchcock,74,lew_wasserman-hitchcock
1837,PEGGY,F,Drama,hitchcock,96,peggy-hitchcock
1838,ALMA,F,Drama,hitchcock,444,alma-hitchcock
1839,ED GEIN,M,Drama,hitchcock,58,ed_gein-hitchcock
1840,ALFRED HITCHCOCK,M,Drama,hitchcock,823,alfred_hitchcock-hitchcock
1841,(CONTINUED),NA,Drama,hitchcock,91,(continued)-hitchcock
1842,CONTINUED:,NA,Drama,hitchcock,77,continued:-hitchcock
1843,COP,M,Drama,iamsam,21,cop-iamsam
1844,ANNIE,F,Drama,iamsam,91,annie-iamsam
1845,GEORGE,M,Drama,iamsam,36,george-iamsam
1846,JUDGE MCNEILY,M,Drama,iamsam,29,judge_mcneily-iamsam
1847,TURNER,M,Drama,iamsam,252,turner-iamsam
1848,MARGARET BROWN,F,Drama,iamsam,84,margaret_brown-iamsam
1849,BRAD,M,Drama,iamsam,55,brad-iamsam
1850,LUCY,F,Drama,iamsam,267,lucy-iamsam
1851,RANDY,F,Drama,iamsam,83,randy-iamsam
1852,ROBERT,M,Drama,iamsam,68,robert-iamsam
1853,IFTY,M,Drama,iamsam,117,ifty-iamsam
1854,RITA,F,Drama,iamsam,815,rita-iamsam
1855,SAM,M,Drama,iamsam,1004,sam-iamsam
1856,DR. COOK,M,Drama,littleathens,25,dr._cook-littleathens
1857,PIZZA POP,M,Drama,littleathens,21,pizza_pop-littleathens
1858,KATIE,F,Drama,littleathens,39,katie-littleathens
1859,DAVE,M,Drama,littleathens,83,dave-littleathens
1860,PETE,M,Drama,littleathens,45,pete-littleathens
1861,EMILY,F,Drama,littleathens,68,emily-littleathens
1862,JIMMY,M,Drama,littleathens,343,jimmy-littleathens
1863,COREY,M,Drama,littleathens,252,corey-littleathens
1864,PEDRO,M,Drama,littleathens,225,pedro-littleathens
1865,LOUIE,M,Drama,littleathens,25,louie-littleathens
1866,SINJIN,M,Drama,littleathens,66,sinjin-littleathens
1867,BOBBY,M,Drama,littleathens,61,bobby-littleathens
1868,KWON,M,Drama,littleathens,86,kwon-littleathens
1869,CARTER,M,Drama,littleathens,114,carter-littleathens
1870,BERUBI,M,Drama,littleathens,31,berubi-littleathens
1871,DEREK,M,Drama,littleathens,81,derek-littleathens
1872,HEATHER,F,Drama,littleathens,336,heather-littleathens
1873,JESSICA,F,Drama,littleathens,397,jessica-littleathens
1874,AARON,M,Drama,littleathens,143,aaron-littleathens
1875,JILL,F,Drama,philadelphia,25,jill-philadelphia
1876,LAIRD,M,Drama,philadelphia,27,laird-philadelphia
1877,FILKO,M,Drama,philadelphia,21,filko-philadelphia
1878,JEROME GREEN,M,Drama,philadelphia,24,jerome_green-philadelphia
1879,ANTHEA,F,Drama,philadelphia,49,anthea-philadelphia
1880,YOUNG MAN,M,Drama,philadelphia,26,young_man-philadelphia
1881,JAMEY,M,Drama,philadelphia,27,jamey-philadelphia
1882,BELINDA,F,Drama,philadelphia,148,belinda-philadelphia
1883,KENTON,M,Drama,philadelphia,76,kenton-philadelphia
1884,SEIDMAN,M,Drama,philadelphia,101,seidman-philadelphia
1885,WHEELER,M,Drama,philadelphia,230,wheeler-philadelphia
1886,MARINE JUROR,M,Drama,philadelphia,23,marine_juror-philadelphia
1887,JUDGE GARNETT,M,Drama,philadelphia,122,judge_garnett-philadelphia
1888,ANDREW (CONT.),M,Drama,philadelphia,123,andrew_(cont.)-philadelphia
1889,JOE (CONT.),M,Drama,philadelphia,113,joe_(cont.)-philadelphia
1890,CONTINUCUT TO:,NA,Drama,philadelphia,22,continucut_to:-philadelphia
1891,SARAH,F,Drama,philadelphia,44,sarah-philadelphia
1892,ANDREW,M,Drama,philadelphia,810,andrew-philadelphia
1893,MIGUEL,M,Drama,philadelphia,154,miguel-philadelphia
1894,LISA,F,Drama,philadelphia,56,lisa-philadelphia
1895,JOE,M,Drama,philadelphia,786,joe-philadelphia
1896,HERMAN,M,Drama,blacksnakemoan,25,herman-blacksnakemoan
1897,GILL,M,Drama,blacksnakemoan,121,gill-blacksnakemoan
1898,SANDY,F,Drama,blacksnakemoan,38,sandy-blacksnakemoan
1899,TEHRONNE,M,Drama,blacksnakemoan,140,tehronne-blacksnakemoan
1900,LINCOLN,M,Drama,blacksnakemoan,50,lincoln-blacksnakemoan
1901,ANGELA,F,Drama,blacksnakemoan,119,angela-blacksnakemoan
1902,R.L.,M,Drama,blacksnakemoan,253,r.l.-blacksnakemoan
1903,RONNIE,M,Drama,blacksnakemoan,244,ronnie-blacksnakemoan
1904,RAE,F,Drama,blacksnakemoan,608,rae-blacksnakemoan
1905,BARRY,M,Drama,henryfool,22,barry-henryfool
1906,STEVE,M,Drama,henryfool,22,steve-henryfool
1907,AMY,F,Drama,henryfool,72,amy-henryfool
1908,FATHER HAWKES,M,Drama,henryfool,84,father_hawkes-henryfool
1909,ANGUS,M,Drama,henryfool,142,angus-henryfool
1910,PEARL,F,Drama,henryfool,32,pearl-henryfool
1911,VICKY,F,Drama,henryfool,52,vicky-henryfool
1912,WARREN,M,Drama,henryfool,129,warren-henryfool
1913,LAWYER,F,Drama,henryfool,32,lawyer-henryfool
1914,NED,M,Drama,henryfool,26,ned-henryfool
1915,LAURA,F,Drama,henryfool,54,laura-henryfool
1916,FAY,F,Drama,henryfool,333,fay-henryfool
1917,HENRY,M,Drama,henryfool,1069,henry-henryfool
1918,SIMON,M,Drama,henryfool,540,simon-henryfool
1919,CRAIGIE,M,Drama,cincinnatikidthe,134,craigie-cincinnatikidthe
1920,PIG,M,Drama,cincinnatikidthe,51,pig-cincinnatikidthe
1921,HOBAN,M,Drama,cincinnatikidthe,87,hoban-cincinnatikidthe
1922,YELLER,M,Drama,cincinnatikidthe,57,yeller-cincinnatikidthe
1923,KID,M,Drama,cincinnatikidthe,835,kid-cincinnatikidthe
1924,BILL,M,Drama,cincinnatikidthe,158,bill-cincinnatikidthe
1925,MELBA,F,Drama,cincinnatikidthe,264,melba-cincinnatikidthe
1926,SHOOTER,M,Drama,cincinnatikidthe,440,shooter-cincinnatikidthe
1927,LADY FINGERS,F,Drama,cincinnatikidthe,125,lady_fingers-cincinnatikidthe
1928,LANCEY,M,Drama,cincinnatikidthe,432,lancey-cincinnatikidthe
1929,DANNY,M,Drama,cincinnatikidthe,38,danny-cincinnatikidthe
1930,CHRISTIAN,F,Drama,cincinnatikidthe,359,christian-cincinnatikidthe
1931,THE KID,M,Drama,cincinnatikidthe,252,the_kid-cincinnatikidthe
1932,DANNY,M,Drama,siegethe,48,danny-siegethe
1933,CHIEF OF STAFF,M,Drama,siegethe,120,chief_of_staff-siegethe
1934,COL. HARDWICK,M,Drama,siegethe,26,col._hardwick-siegethe
1935,SAMIR,M,Drama,siegethe,169,samir-siegethe
1936,ELISE,F,Drama,siegethe,696,elise-siegethe
1937,DEVEREAUX,M,Drama,siegethe,361,devereaux-siegethe
1938,FRANK,M,Drama,siegethe,325,frank-siegethe
1939,ARTIE,M,Drama,moneyball,28,artie-moneyball
1940,BARRY,M,Drama,moneyball,27,barry-moneyball
1941,PITTARO,M,Drama,moneyball,32,pittaro-moneyball
1942,ALAN,M,Drama,moneyball,34,alan-moneyball
1943,GRADY,M,Drama,moneyball,164,grady-moneyball
1944,WASHINGTON,M,Drama,moneyball,34,washington-moneyball
1945,SHARON,F,Drama,moneyball,34,sharon-moneyball
1946,SCOTT,M,Drama,moneyball,39,scott-moneyball
1947,MAGNANTE,M,Drama,moneyball,32,magnante-moneyball
1948,HATTEBERG,M,Drama,moneyball,58,hatteberg-moneyball
1949,JUSTICE,M,Drama,moneyball,39,justice-moneyball
1950,ANNOUNCER V/O,M,Drama,moneyball,41,announcer_v/o-moneyball
1951,CHAD,M,Drama,moneyball,33,chad-moneyball
1952,ART,M,Drama,moneyball,174,art-moneyball
1953,UMPIRE,M,Drama,moneyball,27,umpire-moneyball
1954,ELIZABETH,F,Drama,moneyball,28,elizabeth-moneyball
