	actual	char	line	pred	prob	linelength
5421	1	GORDON	No lawyer, no witnesses. What sort of due process is this?	1.0	0.900046288967	11
5422	1	MIGUEL	It could be parasites, an infection...	1.0	0.694500744343	6
5423	1	MORPHEUS	If you can free your mind, the body will follow.	1.0	0.679144144058	10
5424	1	ROSS	You're very patient.	1.0	0.727908313274	3
5425	1	MORTIMER	I know just how you feel.	1.0	0.679144144058	6
5426	1	TIM	What about...?	1.0	0.679144144058	2
5427	0	LEIA	You're going to attack them?!	1.0	0.673208773136	5
5428	1	WADE	"Aw, c'mon, I was only saying there's something wrong with ""Home Made Cooking"", that's all. The sign's fine. What it says is wrong."	1.0	0.852805733681	23
5429	0	MAGGIE	Where? --	1.0	0.686502873898	2
5430	0	WOMAN	I'm sorry. We all are. But he has he about Sanctuary -- and that makes hi dangerous to all of us.	1.0	0.591882050037	21
5431	1	VADER	Don't play games with me, Your Highness. You weren't on any mercy mission this time. You passed directly through a restricted system. Several transmissions were beamed to this ship by Rebel spies. I want to know what happened to the plans they sent you.	1.0	0.931472539902	44
5432	1	JACOB	Whataya mean, no record?	1.0	0.679144144058	4
5433	0	ANGELA	You've been working out, haven't you? I can tell.	1.0	0.672988951206	9
5434	0	HAZEL	I've written letters. He's never responded. Apparently he moved to Amsterdam, became a recluse. Hasn't published anything. Doesn't do interviews.	0.0	0.459340572357	20
5435	1	D.S.	Something wrong?	1.0	0.679144144058	2
5436	1	NICK	(protesting weakly) I came back...	1.0	0.891156077385	5
5437	1	TONY	"(reading article) ""Larry Leonard, a crooner who made a name for himself for being able to sing in six different languages the song ""Only You"". (putting paper down) Does she know the song ""Only You?"""	1.0	0.578463017941	35
5438	1	MACHETE	Or else.	1.0	0.679144144058	2
5439	0	MARGO	Pervert! What are you talking about?	1.0	0.694473087788	6
5440	0	LUCY	You-- Whoa... Hooo...	1.0	0.738002181053	3
5441	1	TRAVIS	(more at ease) Oh. Who was that again?	1.0	0.784402132034	8
5442	0	ROSEMARY	Sorry, hon.	0.0	0.267544955015	2
5443	1	GANDHI	The symbol of our status is embodied in this pass -- which we must carry at all times, but no European even has to have.	1.0	0.927647829056	25
5444	1	IKE	Good fact.  Well, you let me know.	1.0	0.738309323788	7
5445	1	JIM	That's scenery.  Don't get sidetracked.  This is the man, bottom line, who nailed Oswald to the Warren Commission as a potentially violent man, and linked him to the rifle.	1.0	0.954619705677	29
5446	1	CHRIS	(lowers his voice) Crack.	1.0	0.897781014442	4
5447	1	TONY	Hey, hey! Not so fast.	1.0	0.820510268211	5
5448	1	PROTHERO	Five.	1.0	0.702131748199	1
5449	0	JUNIPER	Why are you helping us?	1.0	0.606669485569	5
5450	0	MARIE	All the papers -- all the papers they asked for -- I brought all the papers --	1.0	0.773156642914	17
5451	1	RILEY	Keep an eye on the hatches. If I get in, I'll try to leave one open.	1.0	0.890366613865	16
5452	0	NICOLE	No. I'm not doin' that.	1.0	0.886004269123	5
5453	1	LINCOLN	N o . With her. 84.	1.0	0.697313010693	6
5454	1	JASON	Spain?	1.0	0.75462436676	1
5455	0	BEATRICE	I'm still itchy lots of places, Hector. 64   EXT. FARMYARD - DAY	1.0	0.754420697689	12
5456	0	LYNN	Some men get the world.  Others get ex-hookers and a trip to Arizona.	1.0	0.728958249092	13
5457	1	JACK	(stiffly) On the contrary. I insist on it.	1.0	0.759034097195	8
5458	1	MILO	Take it easy, skippy, I'm just doing my job.	1.0	0.953774750233	9
5459	1	THREEPIO	Help! I think I'm melting! (to Artoo) This is all your fault.	1.0	0.948099076748	12
5460	0	COREY	Nothing... I-I don't know.	1.0	0.662380814552	4
5461	0	JANET	What's happening here?  Where's Brad? Where's anybody?	1.0	0.558272600174	7
5462	0	RACHEL	What do you mean?	1.0	0.679144144058	4
5463	1	PERCY	Lord as my witness, Bob, one of these days that thing's gonna hit you back.	1.0	0.859716594219	15
5464	1	FINCH	I heard that strain had died off. Thought a botanist might shed some light on it.  Delia?	1.0	0.731589436531	17
5465	1	ALMASY	Clifton - your wife - do you think it's appropriate to leave her?	1.0	0.809509932995	13
5466	0	VANESSA	Well, I wanted to pick something gender-neutral for now. Once we get the baby, God willing, we can create a more decisive palette.	1.0	0.781733751297	23
5467	1	DASCOMBE	Would someone get his lordship his bloody tea?	1.0	0.748964309692	8
5468	0	KATE	Leopold... is not really from Canada.	0.0	0.1086814031	6
5469	0	OLIVE	Wally? I expected you earlier...	0.0	0.322600245476	5
5470	1	GALVIN	...he's a good man...	1.0	0.684850215912	4
5471	0	KIRSTY	Yes. Now go back to sleep. You're driving the rest of the way to gramma's remember?	1.0	0.726920604706	16
5472	1	MUMBLE	You too pa?!	1.0	0.679144144058	3
5473	1	BILL	(on phone, excited) Get Kohlman... he told somebody the Texas trip... yesterday mentioned to somebody about Ferrie... find it out.	1.0	0.938523888588	20
5474	1	TREVES	I'm sorry... I don't know either. I just don't know.	1.0	0.660388052464	10
5475	0	AMELIA	"Yo tambien hijito, yo tambien. The boy, tired and sleepy, leans his head on Amelia. 143   EXT. HAMLET ""LOS LOBOS"" -- NIGHT Santiago, a little bit drunk, and Amelia, carrying Debbie who has passed out, say goodbye to Luis and Patricia. Sleepy, Mike leans on the hood of the car."	1.0	0.748306214809	50
5476	0	SHELLY	Sure.	1.0	0.728154540062	1
5477	1	CHARLIE	Cha-ching. Jackpot.	1.0	0.677706837654	2
5478	1	HENRY	They're afraid, that's why! They're afraid of what I might do! What I might say! Think! They're afraid of my ideas!	1.0	0.727288603783	21
5479	1	THREEPIO	Well, I'm not going that way. It's much too rocky. This way is much easier.	1.0	0.707506299019	15
5480	1	JEFFREY	Yeah. I get it.	1.0	0.74520945549	4
5481	1	JONS	Am I not right?	1.0	0.691432714462	4
5482	1	JIMMY	Yeah! 50	1.0	0.707461476326	2
5483	0	MARTHA	I don't need your guidance, I never did I'm a teacher and a leader, you just never let me be that but now I know I a I know who I am.	1.0	0.647822499275	32
5484	0	BUDDA	I'll see ya later then.	1.0	0.752138197422	5
5485	1	BILL	You're not spending eleven thousand five hundred dollars for tennis courts!	1.0	0.844729840755	11
5486	0	JENNY	Then don't be smart.	1.0	0.667374014854	4
5487	1	LANDON	Assholes.     This happen to you?	1.0	0.723515868187	5
5488	1	CLARENCE	What happened, Mike.	1.0	0.559597909451	3
5489	0	DOROTHY	Me?	1.0	0.679144144058	1
5490	1	FORREST	I just left like running.	1.0	0.664312124252	5
5491	1	DANNY	And so this is where I find myself. No. I should choose my words more wisely: this is the world I sought out.  The land of the perpetual night- party.  Day swallowing night and night swallowing day.  The crank compressing time like some divine piston on its awesome downstroke.	1.0	0.74416488409	49
5492	1	HARRY	Or speak to me.	1.0	0.723166108131	4
5493	1	QUOYLE	See, love. Isn't about what's good for you. Isn't about what you wish it was. Isn't about what...would make you happy.	1.0	0.602655768394	21
5494	0	TALIA	You digging what you see?	1.0	0.679144144058	5
5495	1	COBB	How long in dream time?	1.0	0.754871666431	5
5496	1	TOM	Ya'll need to watch yourselves. Don't go gettin' into something you don't have any business in. Mud's into something you don't want any part of. I suggest you forget about him. Ellis and Neckbone don't respond. Tom, with a final admonishing look, disappears into the woods. Ellis cranks the motor and points the boat up river. Edges of the notebook paper flap in the wind. Neckbone reads Mud's letter to Juniper. Ellis reaches the bank where they stash their boat. He shuts off the motor and let's them drift. Neckbone folds the letter back up and turns to face Ellis.	1.0	0.998089373112	100
5497	0	LUCY	It's not dry.	1.0	0.645279705524	3
5498	1	GABRIEL	You don't hate him.	1.0	0.572090268135	4
5499	1	TEDDY	Taft !	1.0	0.807511925697	2
5500	0	ANDREA	I can't help it. I'm just so proud of you. You've got the highest grades in all of your classes.	0.0	0.476905107498	20
5501	1	LESTER	"Remember those posters that said, ""Today is the first day of the rest of your life?"" Well, that's true of every day except one. (a beat) The day you die. 74."	1.0	0.771493077278	31
5502	0	CARRIE	Oh yeah -- I'm really going to miss this place.	1.0	0.576413571835	10
5503	0	EVEY	Please.  I didn't do anything.	1.0	0.595396339893	5
5504	0	ALISON	A little, so far. I mean, we have seven months before the baby comes. We don't have to rush it.	1.0	0.565432310104	20
5505	1	BOND	The die is cast.	1.0	0.728922903538	4
5506	1	HARRY	I haven't been to the movies in AGES.	1.0	0.680435597897	8
5507	1	WALLACE	Probably. But we can't win alone. We know that. This is the only way.	1.0	0.647559940815	14
5508	0	JULIE	Well, he's no Christian Slater.	1.0	0.70431381464	5
5509	1	PERKINS	She mustn't suspect a trap.	1.0	0.681203722954	5
5510	1	RONNIE	Don't... don't say that to me...	1.0	0.638520121574	6
5511	1	JIMMY	The juice?	1.0	0.85450977087	2
5512	1	TRISTAN	[The boy starts to make a bracelet out of the herbs. Going up to Lady Marke he hands her the finished wreath]	1.0	0.665501117706	22
5513	1	EDWARD	Aah ! Damn. Shit. Goddamn !	1.0	0.829336047173	6
5514	1	DOOM	Susan...... You're fired.	1.0	0.739237546921	3
5515	1	MIKE	I was counting on hours.	1.0	0.679144144058	5
5516	1	RAMIREZ	For what?	1.0	0.679144144058	2
5517	0	STACY	Sometimes I get a ride with my brother. But he usually works in the mornings, and then drives to school himself.	1.0	0.698917806149	21
5518	1	LT	I've been dodging bullets since I was fourteen. No one can kill me. I'm fucking blessed. I'm fucking Catholic.	1.0	0.967880547047	19
5519	0	CANCE	I've got a call with Hawkins tonight and if national will commit emergenc funds...	1.0	0.960126817226	14
5520	1	LANDON	What does that mean?!	1.0	0.679144144058	4
5521	1	CONAN	Once you used my father to teach your son a lesson about strength. Now let me teach you.	1.0	0.919254302979	18
5522	1	MILTON	I heard them chuckling.	1.0	0.696502864361	4
5523	1	ERNIE	Oh, like that wasn't totally predictable.	1.0	0.595215797424	6
5524	1	MUMFORD	I don't know if --	1.0	0.655548393726	5
5525	1	PHIL	You should've killed the guy who made you do that.	1.0	0.809887349606	10
5526	0	JULIE	"Come on... 93	INT. HOTEL/ORCHID HOUSE - NIGHT"	0.0	0.376760274172	8
5527	0	LYNN	The good you're doin is destroyin this family. 106	1.0	0.844542443752	9
5528	1	ACE	(Into telephone) Yeah?	1.0	0.852803647518	3
5529	1	HARMSWAY	Of course! How foolish. More bad luck. I'll just borrow yours -	1.0	0.77104896307	12
5530	0	SAGE	You should always listen to your subconscious. It's trying to tell you something about your waking life.	1.0	0.675192415714	17
5531	0	JOHANA	Do you ever sometimes just stop and think how sweet life can be?	1.0	0.581851243973	13
5532	1	KUMAR	I checked out some road signs. The cheetah took us in the wrong direction.	1.0	0.928333699703	14
5533	0	ANNE	You did!	1.0	0.677955627441	2
5534	1	O'HARA	Besides, you know I'm not a swearing man.	1.0	0.709469079971	8
5535	1	JAMES	Hard to say.	1.0	0.70045620203	3
5536	1	EDWARD	(nodding to her) Jane.	1.0	0.632569611073	4
5537	1	LARCH	Can't a boy be a Dorrit?	1.0	0.679144144058	6
5538	1	DEREK	No, but she could have. Is that the message she's trying to send? R	1.0	0.683893442154	14
5539	0	MARILYN	Here, let me. She pours some brandy into a glass and gives it to him.	1.0	0.636031150818	15
5540	1	JACQUES	Here, it's getting dark.	1.0	0.682108402252	4
5541	0	BOURKE-WHITE	There's a sadness in him.	1.0	0.696048676968	5
5542	1	RONNIE	Born and raised right here.	1.0	0.67108887434	5
5543	1	VICTOR	More power...?	1.0	0.692024290562	2
5544	1	TOMASZ	A primaeval and austerely beautiful landscape stretches	1.0	0.640956580639	7
5545	1	JAY	Ah well. I guess you probably need time to think about it. This is for you. It's a little something to help you get... Y'know..	1.0	0.811287462711	25
5546	0	RITA	No, there's something going on with you.	1.0	0.682143092155	7
5547	1	JACK	Yeah, Miles, don't be so modest. Indulge them. Don't make me out to be a liar.	1.0	0.50720924139	16
5548	1	KID	Promise?	1.0	0.640483438969	1
5549	1	CLAY	The bomb.	1.0	0.815980911255	2
5550	1	RICHARD	I need to make a phone call. They turn towards the exit leaving the cop behind, who doesn't seem to understand. Tom and James take advantage of the situation to go talk to Richard.	1.0	0.831908404827	34
5551	1	RANGER	(over radio) This is KDK 1 calling KDK 12.  KDK 1 calling KDK 12.  Are you receiving me?  This is KDK 1 calling KDK 12.	1.0	0.734399735928	25
5552	1	STAN	What does that mean?	1.0	0.679144144058	4
5553	1	ARTHUR	What?!	1.0	0.679144144058	1
5554	1	DREW	You... You speak English? I'm sorry, I was just goofing... I apologize, master. I didn't mean to make fu of you...	1.0	0.786736011505	21
5555	1	ALVY	No, um ... I was gonna take a cab.	1.0	0.645606994629	9
5556	1	STARKS	And it wasn't to someone else. It was to me. And I lived despite it. Sometimes I think we live to beat the odds. And sometimes I agree that life can only begin with the knowledge of death. That it can all end, even when you least want it to.	1.0	0.844608366489	50
5557	1	KENJI	It's about a hunting rifle in his name. The red bulb on the gadget starts to blink. Chieko spots it from the balcony and signals to Kenji that she has to go to the kitchen. She runs off. 164   INT. LIVING ROOM, CHIEKO'S APARTMENT -- NIGHT Kenji stands and looks at the photographs of Yasujiro hunting all over the world: with a kudu in Africa, a black bear in Kamchatka, Hassan and the Oryx in Morocco. 96. Chieko comes back with a cup of steaming tea.	1.0	0.946096599102	86
5558	0	NEEDY	Hey. Didn't you used to baby-sit me in like 1998? When my mom worked the overnight at Hormel?	1.0	0.588696300983	18
5559	1	GALVIN	It's over!	1.0	0.672481536865	2
5560	1	MERCUTIO	And but one word with one of us? Couple it with something. Make it a word and a...	1.0	0.679144144058	18
5561	1	ANDRE	All right, I want you back here now. If they're coming this way I'm going to need you.	1.0	0.765128731728	18
5562	1	JOE	(To himself) Ye Gods..	1.0	0.912848830223	4
5563	1	JACK	How come I'm still here?	1.0	0.696109592915	5
5564	1	GONZO	I know, but the guy didn't have any cash to pay me.  He's one of these Satanism freaks.  He offered me human blood -- said it would take me higher than I've ever been in my life. (laughs -- struts round DUKE -- eyes bright with expectation) I thought he was kidding, so I told him I'd just as soon have an ounce or so of pure adrenochrome -- or maybe just a fresh adrenaline gland to chew on.	1.0	0.744633555412	79
5565	1	VALJEAN	We must get away from shadows That will never let us be. Tonight we leave Cosette!	1.0	0.778654754162	16
5566	1	TIM	Ha. OK. That was different. Ha. Yes. Yes you are. A real... jerkhead.	1.0	0.648758888245	13
5567	1	CLYDE	But you're worth more'n that, a lot more, and you know it, and that's why you come along with me.  You could find a lover boy on every corner in town and it doesn't make a damn to them whether you're waiting on tables or picking cotton, so long as you cooperate. But it does make a damn to me! 11.	1.0	0.709216594696	61
5568	1	DREW	Besides, if I were to break my vows, it would not be wit you.	1.0	0.75212842226	14
5569	1	PAUL	Listen to me!... you wanted to know about my dreams... and I've just had a waking dream... do you know why?... --	1.0	0.703008174896	22
5570	1	MAGGIO	Tha's what you say.	1.0	0.87373149395	4
5571	1	DANNY	(crying)	1.0	0.557659208775	1
5572	0	TERRI	Woody --	1.0	0.759406983852	2
5573	0	HEDRA	Excuse me ?	1.0	0.679144144058	3
5574	0	SANDRA	Ruth McHibbon offered to pick you up at the airport.	0.0	0.403014034033	10
5575	1	BURNS	(slyly) Maybe it was yesterday. Been seeing me in your dreams?	1.0	0.689628720284	11
5576	0	KATHARINE	Can't we really go home?  I can't breathe. Aren't you dying for green, anything green, or rain, wouldn't you die to feel rain on your face?  It's Christmas and it's all - I don't know - if you asked me I'd go home tomorrow.  If you wanted.	0.0	0.468832910061	47
5577	1	GEORDIE	Where is your granddaughter?	1.0	0.724867105484	4
5578	0	FAITH	I live for the moment.	1.0	0.676137924194	5
5579	1	EDDIE	I hadn't heard her voice in 10 years.	0.0	0.405987977982	8
5580	1	TED	I have absolutely no intention--	1.0	0.726560354233	5
5581	0	MAGGIE	I could hear your cheap shoes all the way down the hall.	1.0	0.713514566422	12
5582	1	PK	You register?	1.0	0.679303765297	2
5583	0	DEBBIE	Why did you put that guy's teeth in your mouth? That's so gross. He was dirty.	0.0	0.421813011169	16
5584	1	MAYOR	(happily) A sight for sore eyes!	1.0	0.845664441586	6
5585	0	JULIET	Oh Romeo, what's here?	1.0	0.773797273636	4
5586	1	MAXIMUS	Bigger arena.  Same killing.	1.0	0.763254642487	4
5587	1	GANDALF	Questions.     Questions that need answering.	1.0	0.866941034794	5
5588	0	ANNIE	Don't be a jerk.  One more, Alvy, please, one more picture. (Reluctantly Alvy picks up the lobster again as Annie takes another picture) Oh, oh, good, good!	0.0	0.0981208235025	27
5589	0	GINGER	Fucker! (Sobs.)	1.0	0.921895444393	2
5590	1	LEDNOV	He gave me something once so I wouldn't forget.	1.0	0.658942878246	9
5591	1	JOHN	I don't want to talk about it.	1.0	0.655548393726	7
5592	1	ANTON	(as he looks down, and then realizes the nature of the question) ...it's a wedding ring.	1.0	0.702086508274	16
5593	1	PUFF	To be taken from the depths of ignorance and depravity and raised to heights of culture and refinement! This is the priceless gift bestowed upon me by Dr. Nathan Bronfman.	1.0	0.572627007961	30
5594	0	LUCY	I never said that; why would I say that?	1.0	0.658782184124	9
5595	0	MOTHER	I'm just trapped here...	1.0	0.593600988388	4
5596	1	FINN	Anyone with him? He won't be alone.	1.0	0.534298121929	7
5597	1	RAY	The Doors? (facial distaste) That's the most ridiculous... (then) ...you mean the doors in your mind? Like the Huxley book.	1.0	0.662911713123	20
5598	1	SCOTTY	Well, you were all leavin', so I thought I'd just -	1.0	0.593769311905	11
5599	1	FLASH	Here we are where?	1.0	0.706745266914	4
5600	1	CLAUDE	You did it, man! You got us out! Next stop, New York City!	1.0	0.881915032864	13
5601	1	SHANE	I can't take a hit!	1.0	0.680994093418	5
5602	0	WOMAN	What do you think?	1.0	0.679144144058	4
5603	1	BARIN	A mere toy of yours, eh?	1.0	0.857208073139	6
5604	0	ELINOR	And what do you wish for?	1.0	0.680352568626	6
5605	0	CLAIRE	I've got to find a bathroom.  I'll call you.	1.0	0.679902553558	9
5606	0	EVA	I don't want to sit down. What's going on here?	1.0	0.671272695065	10
5607	1	JACK	Danny!	1.0	0.583531141281	1
5608	1	ARTHUR	No, I have to judge it myself. Once you're all asleep up in room 528, I wait `til Yusuf starts his kick...	1.0	0.938222289085	22
5609	1	MUD	What happened? Was it Carver?	1.0	0.78848862648	5
5610	1	MAN	(to driver) Indra Hotel.  And don't take the scenic route, Smiley... I know my way around this burg.  Comprende?	1.0	0.867386102676	19
5611	0	HILLY	Yes.	1.0	0.679144144058	1
5612	1	GREG	Well, at least you're out there seeing people again.  That's terrific.	1.0	0.756352424622	11
5613	0	RAE	You some kind'a pervert?	1.0	0.679144144058	4
5614	1	LOUIS	Not much. She's like you that way. Two clams. No wonder your marriage didn't last. Put your hand under you head. Take a breath and then let it out.	1.0	0.714502871037	29
5615	1	KWON	You're sitting here on your ass!	1.0	0.726532459259	6
5616	1	MICKENA	At the airport. Tomorrow. When they provide the plane to fly him and the hostages to Libya. Carlos evidently feels very comfortable in Libya.	1.0	0.964162051678	24
5617	1	JEFFREY	You gotta wait for me Sandy. I'm on a real	1.0	0.824742794037	10
5618	0	CLAUDIA	(astonished) What! Get married?	1.0	0.557460129261	4
5619	0	LILY	Shocking. Did you know the government is wasteful? (Mumford reacts) You heard it here first. Oh, and being a supermodel... it's no walk in the park.	0.0	0.488594412804	26
5620	1	LEROY	Okay, Nina, listen, I honestly don't care about your technique, you should know that by now.	0.0	0.402192562819	16
5621	1	WESSEX	Lady Viola is...young in the world. Y Majesty is wise in it. Nature and truth are the very enemies of playacting. I'll wager my fortune.	1.0	0.962107300758	25
5622	0	LORENSON	I do believe you...	1.0	0.680847764015	4
5623	0	STARCK	I don't know, but whatever it is, it's not the crew.	1.0	0.742152094841	11
5624	1	MAN	You getting scared?	1.0	0.649120211601	3
5625	1	DIVINCI	Stop it.	1.0	0.646559596062	2
5626	1	JOEY	Yes I do.  Terri, something awful happened to that boy.  I have to find out what it was.	1.0	0.900936961174	18
5627	1	CARL	You're not alone. You're young. You'v got so much talent. You're fantastically gorgeous.	1.0	0.658707559109	13
5628	1	STARKS	I don't know, Dr. Becker. Can you? 102.	1.0	0.623718619347	8
5629	1	BOND	Wait a minute -	1.0	0.679144144058	4
5630	1	NORRINGTON	No, not anymore, weren't you *listening*? I nearly had you all, off Tripoli. I would have, if not for the... hurricane.	1.0	0.797450304031	21
5631	1	LEFTY	No. Worse.	1.0	0.713479161263	2
5632	0	MOLLY	Thank you so much for taking care of them for me! I need to get some copies made. If I lost these...uugh.	1.0	0.629044890404	22
5633	0	LISA	Why not? I always wanted to meet Mrs. Thorwald.	1.0	0.676084160805	9
5634	1	TREVES	Yes... Well, I want you to clear up a little mess, a breakfast tray was spilt. And bring up another breakfast. When you've done that, you and I shall give the man a bath. But, Mothershead, I'm counting on your many years of experience to get you through this, Above all, do not scream, do not cry out, or in any way show this man that you are frightened of him...	1.0	0.765723884106	71
5635	1	CURLY	Nobody ever wants me!	1.0	0.676131606102	4
5636	1	MICHAEL	Just a few days.	1.0	0.679144144058	4
5637	1	FERGUS	Stand up, now --	1.0	0.74830019474	4
5638	1	RANDY	It's no problem.	1.0	0.768611311913	3
5639	0	HEROINE	We're going to get my little girl.	1.0	0.684864699841	7
5640	1	SAL	I'm beat.	1.0	0.679144144058	2
5641	0	CASSIDY	That's okay.	1.0	0.655233561993	2
5642	1	PERKINS	Charly...? Oh, my God, what the hell are you *doing*? Listen to me, I'm going to direct you to a safe house, get you on a plane --	1.0	0.911437749863	28
5643	0	LIZ	You didn't. I'm just running off at the mouth. - That's why I was in Vegas. To see another doctor.	1.0	0.692442715168	20
5644	1	TODD	I'm goin' in that bedroom and get what's in that safe. Are you coming?	1.0	0.751689136028	14
5645	0	VADA	Hi.	1.0	0.504951417446	1
5646	1	THERAPIST	"On the contrary, Mr. Dawson admitted he felt profoundly inadequate - that he was terrified he'd made and would continue to make - and I quote: ""Huge mistakes, huge mistakes, mistakes that are huge."""	1.0	0.614866793156	34
5647	1	NED	Sorry. I'm a cop. I have a job to do.	1.0	0.707726359367	10
5648	1	JACK	Follow close. We'll cross the next meadow.	1.0	0.749792456627	7
5649	1	MARION	Thank you.	1.0	0.641281545162	2
5650	1	MURPHY	Me, too.	1.0	0.676873624325	2
5651	1	NICKY	Fuckin' kids at home!  Here. (Giving him the money.) Get the fuck out of here.	1.0	0.921551942825	15
5652	0	EVELYN	...Well, it didn't make him happy...	1.0	0.652591049671	6
5653	1	CAVANAUGH	I'd call your proof a little iffy.	1.0	0.702133119106	7
5654	1	ROCKLIN	I'm riding for the Topaz Ranch.	1.0	0.701421141624	6
5655	1	WADE	It's my tooth! My fucking tooth! I can't even think anymore because of it.	1.0	0.555847406387	14
5656	0	MAYA	Okay. See you around.	1.0	0.687464237213	4
5657	0	PHYLLIS	Plain water, please.	1.0	0.717493355274	3
5658	0	ELAINE	No.	1.0	0.679144144058	1
5659	1	DONKEY	Shrek grabs a chain that's connected to the chandelier and swings toward the dragon. He misses and he swings back again. He looks up and spots that the chandelier is right above the dragons head. He pulls on the chain and it releases and he falls down and bumps Donkey out of the way right as the dragon is about to kiss him. Instead the dragon kisses Shreks' butt. She opens her eyes and roars. Shrek lets go of the chain and the chandelier falls onto her head, but it's too big and it goes over her head and forms a sort of collar for her. She roars again and Shrek and Donkey take off running. Very 'Matrix' style. Shrek grabs Donkey and then grabs Princess Fiona as he runs past her.	1.0	0.603403508663	132
5660	1	DOC	Gonna give myself a Goddamn hernia.	1.0	0.81424677372	6
5661	1	ARGYLE	We'll sleep here tonight. You'll come home with me. We'll let the house, and the lands too; plenty of willing neighbors.	1.0	0.657862782478	21
5662	1	EDWARD	Oh, yeah. Thanks. Heard you got married.	1.0	0.720187425613	7
5663	1	CHIP	I'm in underpants, Mom!	1.0	0.671175062656	4
5664	1	WILL	I have not said all. By malign fate, the message goes astray which would tell Romeo of the Friar's plan. He hears only that Juliet is dead. And thus he goes to the Apothecary.	1.0	0.924092531204	34
5665	0	LISA	(Insistent) What is it you're looking for?	1.0	0.698537707329	7
5666	1	MCMURPHY	(softly) Why don't ya go tell 'er...	1.0	0.801660239697	7
5667	0	ANNA	I'm great, actually. 18	1.0	0.640536606312	4
5668	1	ERIC	Where?	1.0	0.686502873898	1
5669	1	JIMMY	No.	1.0	0.679144144058	1
5670	1	CAREY	...but after...awhile...you begin to... (gasp) ...get used to it.	1.0	0.679144144058	9
5671	0	JENNIFER	Does anyone know you're alive?	1.0	0.711480438709	5
5672	0	EUNICE	Red Rover.   Red Rover.	1.0	0.867699384689	4
5673	1	TERMINATOR	(in John's voice) I'm right here.  I'm fine. (to John, a whisper) What's the dog's name?	1.0	0.801995992661	16
5674	1	ALVIN	Eagle. Zipper. Hero. Unless the set back shifts into the I.	1.0	0.863177001476	11
5675	1	CASTOR	Where's the body?	1.0	0.666426241398	3
5676	1	BELL	(murmurs) Count me out. (to himself, shaking his head) Who ever heard of anybody sneaking back into a fucking jail?	1.0	0.931541323662	20
5677	1	MUD	What he say?	1.0	0.679144144058	3
5678	1	MAN	Now look here, you...	1.0	0.833382546902	4
5679	1	EDDIE	Reverend Mother!  Quick!  Where's Christy?	0.0	0.394133388996	5
5680	0	KARA	Here.  Let me try.	1.0	0.726918280125	4
5681	1	RYAN	Crap! (shouts up stairs)	1.0	0.860398352146	4
5682	1	TONY	One or two. But as a leader one has...a different perspective. a beat) I could never have added my voice to the chorus.	1.0	0.733247756958	23
5683	1	PETER	Colin! A pair of German cutters - in memory of your handsome friend from Dusseldorf.	1.0	0.525603473186	15
5684	1	MANUEL	Vaya con Dios.	1.0	0.864838182926	3
5685	1	RONNIE	You should be ashamed of yourself.	1.0	0.50358569622	6
5686	1	CAESAR	Was that Mickey?  Did you call Mickey Did you?!	0.0	0.364873558283	9
5687	1	HAMMER	It's gonna be tough, but the back entrance looks like our best bet.	1.0	0.777580916882	13
5688	1	WRIGLEY	No one will ever love me that way.	1.0	0.689408183098	8
5689	1	CHARLIE	Your clothes are toast. Do you need me to get you some stuff?	1.0	0.700738728046	13
5690	0	GRUSINSKAYA	You must go now.	1.0	0.679144144058	4
5691	0	NAOMI	Obviously. Seriously, who is she?	1.0	0.672107338905	5
5692	0	JENNIFER	We really shouldn't be doing this.	1.0	0.616967737675	6
5693	0	CLERK	"(prissily) I'm sorry, sir.  You're on the ""late list."" Your reservations were transferred to the... ah... Moonlight Motel, which is out on Paradise Boulevard..."	1.0	0.938153028488	24
5694	1	GUS	Pillows don't break.	1.0	0.558296322823	3
5695	1	ANVRIN	..Ma'am.	1.0	0.693978786469	1
5696	1	DADDY	(as if everyone will be pleased) Well, I have got news! I called long distance and spoke to Cousin Hop and you'll be glad to know, Rose, I have found you a job!	1.0	0.701095163822	33
5697	1	JOE	Where?	1.0	0.686502873898	1
5698	1	STU	Odds are--she'll miss anyway.	1.0	0.71405851841	4
5699	1	WHIP	Here are my keys. Go to the condo and bring me some nice clothes I can wear, my phone charger and grab the veal outta my fridge. It's marked.	1.0	0.559372544289	29
5700	1	SAYER	When you say people ... you mean living people,                 .	1.0	0.711370646954	10
5701	0	GRETCHEN	All these colored women have been real nice, haven't they?	1.0	0.543126285076	10
5702	0	JENNY	Forrest! Forrest! Forrest, stop it! Stop it!	0.0	0.0237393118441	7
5703	1	HOMER	Oh, sure!	1.0	0.640551447868	2
5704	1	RICK	-Yeah not working any more for me-	1.0	0.754296183586	7
5705	0	BELLE	How much you got?	1.0	0.790198206902	4
5706	1	JACK	I'm sure that's a disturbing memory.	1.0	0.680987596512	6
5707	0	MOTHER	He and his wife both said she had a fine moral character and was wonderful with children.	1.0	0.705341637135	17
5708	1	LLOYD	That book is out of print, Karen, those days are gone. Fans no longer pull the carriage through the streets - they tear off clothes and steal wrist watches...	1.0	0.868008196354	29
5709	0	MARIN	What the hell was that? 21.	1.0	0.828505992889	6
5710	1	PAUL	Stay with the children. 38.	1.0	0.71016138792	5
5711	0	CARRIE	(shyly) I made it.	1.0	0.621886432171	4
